Id,WnvPresent
107,1.3888972964e-07
108,1.3888972964e-07
109,1.3888972964e-07
110,1.3888972964e-07
111,1.3888972964e-07
112,1.3888972964e-07
113,6.10065350193e-07
114,6.10065350193e-07
115,6.10065350193e-07
116,6.10065350193e-07
117,6.10065350193e-07
118,6.10065350193e-07
119,6.10065350193e-07
120,6.10065350193e-07
121,2.05919521933e-07
122,2.05919521933e-07
123,2.05919521933e-07
124,2.05919521933e-07
125,2.05919521933e-07
126,2.05919521933e-07
127,2.05919521933e-07
128,2.05919521933e-07
129,5.7003463255e-07
130,5.7003463255e-07
131,5.7003463255e-07
132,5.7003463255e-07
133,5.7003463255e-07
134,5.7003463255e-07
135,5.7003463255e-07
136,5.7003463255e-07
137,3.46268577669e-07
138,3.46268577669e-07
139,3.46268577669e-07
140,3.46268577669e-07
141,3.46268577669e-07
142,3.46268577669e-07
143,3.46268577669e-07
144,3.46268577669e-07
145,6.63269908325e-07
146,6.63269908325e-07
147,6.63269908325e-07
148,6.63269908325e-07
149,6.63269908325e-07
150,6.63269908325e-07
151,6.63269908325e-07
152,6.63269908325e-07
153,7.18311286553e-07
154,7.18311286553e-07
155,7.18311286553e-07
156,7.18311286553e-07
157,7.18311286553e-07
158,7.18311286553e-07
159,7.18311286553e-07
160,7.18311286553e-07
161,6.53905060253e-07
162,6.53905060253e-07
163,6.53905060253e-07
164,6.53905060253e-07
165,6.53905060253e-07
166,6.53905060253e-07
167,6.53905060253e-07
168,6.53905060253e-07
169,2.85385479975e-07
170,2.85385479975e-07
171,2.85385479975e-07
172,2.85385479975e-07
173,2.85385479975e-07
174,2.85385479975e-07
175,2.85385479975e-07
176,2.85385479975e-07
177,4.26678302919e-07
178,4.26678302919e-07
179,4.26678302919e-07
180,4.26678302919e-07
181,4.26678302919e-07
182,4.26678302919e-07
183,4.26678302919e-07
184,4.26678302919e-07
185,2.34442751398e-07
186,2.34442751398e-07
187,2.34442751398e-07
188,2.34442751398e-07
189,2.34442751398e-07
190,2.34442751398e-07
191,2.34442751398e-07
192,2.34442751398e-07
193,5.95362727298e-07
194,5.95362727298e-07
195,5.95362727298e-07
196,5.95362727298e-07
197,5.95362727298e-07
198,5.95362727298e-07
199,5.95362727298e-07
200,5.95362727298e-07
201,3.33943961478e-07
202,3.33943961478e-07
203,3.33943961478e-07
204,3.33943961478e-07
205,3.33943961478e-07
206,3.33943961478e-07
207,3.33943961478e-07
208,3.33943961478e-07
209,3.57664186119e-07
210,3.57664186119e-07
211,3.57664186119e-07
212,3.57664186119e-07
213,3.57664186119e-07
214,3.57664186119e-07
215,3.57664186119e-07
216,3.57664186119e-07
217,2.71476835236e-07
218,2.71476835236e-07
219,2.71476835236e-07
220,2.71476835236e-07
221,2.71476835236e-07
222,2.71476835236e-07
223,2.71476835236e-07
224,2.71476835236e-07
225,1.86486036187e-07
226,1.86486036187e-07
227,1.86486036187e-07
228,1.86486036187e-07
229,1.86486036187e-07
230,1.86486036187e-07
231,1.86486036187e-07
232,1.86486036187e-07
233,5.46533524579e-07
234,5.46533524579e-07
235,5.46533524579e-07
236,5.46533524579e-07
237,5.46533524579e-07
238,5.46533524579e-07
239,5.46533524579e-07
240,5.46533524579e-07
241,4.89678526035e-07
242,4.89678526035e-07
243,4.89678526035e-07
244,4.89678526035e-07
245,4.89678526035e-07
246,4.89678526035e-07
247,4.89678526035e-07
248,4.89678526035e-07
249,5.87541831129e-07
250,5.87541831129e-07
251,5.87541831129e-07
252,5.87541831129e-07
253,5.87541831129e-07
254,5.87541831129e-07
255,5.87541831129e-07
256,5.87541831129e-07
257,1.84745240933e-07
258,1.84745240933e-07
259,1.84745240933e-07
260,1.84745240933e-07
261,1.84745240933e-07
262,1.84745240933e-07
263,1.84745240933e-07
264,1.84745240933e-07
265,2.89175047088e-07
266,2.89175047088e-07
267,2.89175047088e-07
268,2.89175047088e-07
269,2.89175047088e-07
270,2.89175047088e-07
271,2.89175047088e-07
272,2.89175047088e-07
273,3.05656956576e-07
274,3.05656956576e-07
275,3.05656956576e-07
276,3.05656956576e-07
277,3.05656956576e-07
278,3.05656956576e-07
279,3.05656956576e-07
280,3.05656956576e-07
281,1.78407076355e-07
282,1.78407076355e-07
283,1.78407076355e-07
284,1.78407076355e-07
285,1.78407076355e-07
286,1.78407076355e-07
287,1.78407076355e-07
288,1.78407076355e-07
289,1.8722672779e-07
290,1.8722672779e-07
291,1.8722672779e-07
292,1.8722672779e-07
293,1.8722672779e-07
294,1.8722672779e-07
295,1.8722672779e-07
296,1.8722672779e-07
297,6.50073508407e-07
298,6.50073508407e-07
299,6.50073508407e-07
300,6.50073508407e-07
301,6.50073508407e-07
302,6.50073508407e-07
303,6.50073508407e-07
304,6.50073508407e-07
305,4.59911884882e-07
306,4.59911884882e-07
307,4.59911884882e-07
308,4.59911884882e-07
309,4.59911884882e-07
310,4.59911884882e-07
311,4.59911884882e-07
312,4.59911884882e-07
313,5.18179344957e-07
314,5.18179344957e-07
315,5.18179344957e-07
316,5.18179344957e-07
317,5.18179344957e-07
318,5.18179344957e-07
319,5.18179344957e-07
320,5.18179344957e-07
321,5.13108871409e-07
322,5.13108871409e-07
323,5.13108871409e-07
324,5.13108871409e-07
325,5.13108871409e-07
326,5.13108871409e-07
327,5.13108871409e-07
328,5.13108871409e-07
329,2.54428894508e-07
330,2.54428894508e-07
331,2.54428894508e-07
332,2.54428894508e-07
333,2.54428894508e-07
334,2.54428894508e-07
335,2.54428894508e-07
336,2.54428894508e-07
337,3.87615753232e-07
338,3.87615753232e-07
339,3.87615753232e-07
340,3.87615753232e-07
341,3.87615753232e-07
342,3.87615753232e-07
343,3.87615753232e-07
344,3.87615753232e-07
345,2.57078416435e-07
346,2.57078416435e-07
347,2.57078416435e-07
348,2.57078416435e-07
349,2.57078416435e-07
350,2.57078416435e-07
351,2.57078416435e-07
352,2.57078416435e-07
353,3.93088099424e-07
354,3.93088099424e-07
355,3.93088099424e-07
356,3.93088099424e-07
357,3.93088099424e-07
358,3.93088099424e-07
359,3.93088099424e-07
360,3.93088099424e-07
361,4.75114091658e-07
362,4.75114091658e-07
363,4.75114091658e-07
364,4.75114091658e-07
365,4.75114091658e-07
366,4.75114091658e-07
367,4.75114091658e-07
368,4.75114091658e-07
369,6.27203116624e-07
370,6.27203116624e-07
371,6.27203116624e-07
372,6.27203116624e-07
373,6.27203116624e-07
374,6.27203116624e-07
375,6.27203116624e-07
376,6.27203116624e-07
377,5.03227982996e-07
378,5.03227982996e-07
379,5.03227982996e-07
380,5.03227982996e-07
381,5.03227982996e-07
382,5.03227982996e-07
383,5.03227982996e-07
384,5.03227982996e-07
385,3.96947231304e-07
386,3.96947231304e-07
387,3.96947231304e-07
388,3.96947231304e-07
389,3.96947231304e-07
390,3.96947231304e-07
391,3.96947231304e-07
392,3.96947231304e-07
393,3.51460421751e-07
394,3.51460421751e-07
395,3.51460421751e-07
396,3.51460421751e-07
397,3.51460421751e-07
398,3.51460421751e-07
399,3.51460421751e-07
400,3.51460421751e-07
401,6.37402069042e-07
402,6.37402069042e-07
403,6.37402069042e-07
404,6.37402069042e-07
405,6.37402069042e-07
406,6.37402069042e-07
407,6.37402069042e-07
408,6.37402069042e-07
409,4.66408942698e-07
410,4.66408942698e-07
411,4.66408942698e-07
412,4.66408942698e-07
413,4.66408942698e-07
414,4.66408942698e-07
415,4.66408942698e-07
416,4.66408942698e-07
417,3.64403168135e-07
418,3.64403168135e-07
419,3.64403168135e-07
420,3.64403168135e-07
421,3.64403168135e-07
422,3.64403168135e-07
423,3.64403168135e-07
424,3.64403168135e-07
425,3.57107262299e-07
426,3.57107262299e-07
427,3.57107262299e-07
428,3.57107262299e-07
429,3.57107262299e-07
430,3.57107262299e-07
431,3.57107262299e-07
432,3.57107262299e-07
433,2.63970464758e-07
434,2.63970464758e-07
435,2.63970464758e-07
436,2.63970464758e-07
437,2.63970464758e-07
438,2.63970464758e-07
439,2.63970464758e-07
440,2.63970464758e-07
441,3.53167609311e-07
442,3.53167609311e-07
443,3.53167609311e-07
444,3.53167609311e-07
445,3.53167609311e-07
446,3.53167609311e-07
447,3.53167609311e-07
448,3.53167609311e-07
449,3.56156577848e-07
450,3.56156577848e-07
451,3.56156577848e-07
452,3.56156577848e-07
453,3.56156577848e-07
454,3.56156577848e-07
455,3.56156577848e-07
456,3.56156577848e-07
457,4.53553753696e-07
458,4.53553753696e-07
459,4.53553753696e-07
460,4.53553753696e-07
461,4.53553753696e-07
462,4.53553753696e-07
463,4.53553753696e-07
464,4.53553753696e-07
465,2.16810021061e-07
466,2.16810021061e-07
467,2.16810021061e-07
468,2.16810021061e-07
469,2.16810021061e-07
470,2.16810021061e-07
471,2.16810021061e-07
472,2.16810021061e-07
473,6.15881417498e-07
474,6.15881417498e-07
475,6.15881417498e-07
476,6.15881417498e-07
477,6.15881417498e-07
478,6.15881417498e-07
479,6.15881417498e-07
480,6.15881417498e-07
481,6.12114172629e-07
482,6.12114172629e-07
483,6.12114172629e-07
484,6.12114172629e-07
485,6.12114172629e-07
486,6.12114172629e-07
487,6.12114172629e-07
488,6.12114172629e-07
489,1.53407552931e-07
490,1.53407552931e-07
491,1.53407552931e-07
492,1.53407552931e-07
493,1.53407552931e-07
494,1.53407552931e-07
495,1.53407552931e-07
496,1.53407552931e-07
497,3.94107011781e-07
498,3.94107011781e-07
499,3.94107011781e-07
500,3.94107011781e-07
501,3.94107011781e-07
502,3.94107011781e-07
503,3.94107011781e-07
504,3.94107011781e-07
505,2.4321213719e-07
506,2.4321213719e-07
507,2.4321213719e-07
508,2.4321213719e-07
509,2.4321213719e-07
510,2.4321213719e-07
511,2.4321213719e-07
512,2.4321213719e-07
513,6.32826633944e-07
514,6.32826633944e-07
515,6.32826633944e-07
516,6.32826633944e-07
517,6.32826633944e-07
518,6.32826633944e-07
519,6.32826633944e-07
520,6.32826633944e-07
521,2.98534306342e-07
522,2.98534306342e-07
523,2.98534306342e-07
524,2.98534306342e-07
525,2.98534306342e-07
526,2.98534306342e-07
527,2.98534306342e-07
528,2.98534306342e-07
529,5.93987019308e-07
530,5.93987019308e-07
531,5.93987019308e-07
532,5.93987019308e-07
533,5.93987019308e-07
534,5.93987019308e-07
535,5.93987019308e-07
536,5.93987019308e-07
537,5.76542349293e-07
538,5.76542349293e-07
539,5.76542349293e-07
540,5.76542349293e-07
541,5.76542349293e-07
542,5.76542349293e-07
543,5.76542349293e-07
544,5.76542349293e-07
545,3.70572141122e-07
546,3.70572141122e-07
547,3.70572141122e-07
548,3.70572141122e-07
549,3.70572141122e-07
550,3.70572141122e-07
551,3.70572141122e-07
552,3.70572141122e-07
553,5.02193545142e-07
554,5.02193545142e-07
555,5.02193545142e-07
556,5.02193545142e-07
557,5.02193545142e-07
558,5.02193545142e-07
559,5.02193545142e-07
560,5.02193545142e-07
561,4.37672357952e-07
562,4.37672357952e-07
563,4.37672357952e-07
564,4.37672357952e-07
565,4.37672357952e-07
566,4.37672357952e-07
567,4.37672357952e-07
568,4.37672357952e-07
569,3.30048688064e-07
570,3.30048688064e-07
571,3.30048688064e-07
572,3.30048688064e-07
573,3.30048688064e-07
574,3.30048688064e-07
575,3.30048688064e-07
576,3.30048688064e-07
577,5.24372728164e-07
578,5.24372728164e-07
579,5.24372728164e-07
580,5.24372728164e-07
581,5.24372728164e-07
582,5.24372728164e-07
583,5.24372728164e-07
584,5.24372728164e-07
585,4.16484593685e-07
586,4.16484593685e-07
587,4.16484593685e-07
588,4.16484593685e-07
589,4.16484593685e-07
590,4.16484593685e-07
591,4.16484593685e-07
592,4.16484593685e-07
593,3.45811607212e-07
594,3.45811607212e-07
595,3.45811607212e-07
596,3.45811607212e-07
597,3.45811607212e-07
598,3.45811607212e-07
599,3.45811607212e-07
600,3.45811607212e-07
601,3.72942357259e-07
602,3.72942357259e-07
603,3.72942357259e-07
604,3.72942357259e-07
605,3.72942357259e-07
606,3.72942357259e-07
607,3.72942357259e-07
608,3.72942357259e-07
609,5.00130649585e-07
610,5.00130649585e-07
611,5.00130649585e-07
612,5.00130649585e-07
613,5.00130649585e-07
614,5.00130649585e-07
615,5.00130649585e-07
616,5.00130649585e-07
617,5.77972518179e-07
618,5.77972518179e-07
619,5.77972518179e-07
620,5.77972518179e-07
621,5.77972518179e-07
622,5.77972518179e-07
623,5.77972518179e-07
624,5.77972518179e-07
625,4.90053022627e-07
626,4.90053022627e-07
627,4.90053022627e-07
628,4.90053022627e-07
629,4.90053022627e-07
630,4.90053022627e-07
631,4.90053022627e-07
632,4.90053022627e-07
633,5.6832648404e-07
634,5.6832648404e-07
635,5.6832648404e-07
636,5.6832648404e-07
637,5.6832648404e-07
638,5.6832648404e-07
639,5.6832648404e-07
640,5.6832648404e-07
641,4.08368518667e-07
642,4.08368518667e-07
643,4.08368518667e-07
644,4.08368518667e-07
645,4.08368518667e-07
646,4.08368518667e-07
647,4.08368518667e-07
648,4.08368518667e-07
649,6.6996393204e-07
650,6.6996393204e-07
651,6.6996393204e-07
652,6.6996393204e-07
653,6.6996393204e-07
654,6.6996393204e-07
655,6.6996393204e-07
656,6.6996393204e-07
657,6.26530954467e-07
658,6.26530954467e-07
659,6.26530954467e-07
660,6.26530954467e-07
661,6.26530954467e-07
662,6.26530954467e-07
663,6.26530954467e-07
664,6.26530954467e-07
665,1.94649619912e-07
666,1.94649619912e-07
667,1.94649619912e-07
668,1.94649619912e-07
669,1.94649619912e-07
670,1.94649619912e-07
671,1.94649619912e-07
672,1.94649619912e-07
673,3.09527871598e-07
674,3.09527871598e-07
675,3.09527871598e-07
676,3.09527871598e-07
677,3.09527871598e-07
678,3.09527871598e-07
679,3.09527871598e-07
680,3.09527871598e-07
681,1.47351464238e-07
682,1.47351464238e-07
683,1.47351464238e-07
684,1.47351464238e-07
685,1.47351464238e-07
686,1.47351464238e-07
687,1.47351464238e-07
688,1.47351464238e-07
689,2.10137817784e-07
690,2.10137817784e-07
691,2.10137817784e-07
692,2.10137817784e-07
693,2.10137817784e-07
694,2.10137817784e-07
695,2.10137817784e-07
696,2.10137817784e-07
697,1.62635864199e-07
698,1.62635864199e-07
699,1.62635864199e-07
700,1.62635864199e-07
701,1.62635864199e-07
702,1.62635864199e-07
703,1.62635864199e-07
704,1.62635864199e-07
705,1.27404144811e-07
706,1.27404144811e-07
707,1.27404144811e-07
708,1.27404144811e-07
709,1.27404144811e-07
710,1.27404144811e-07
711,1.27404144811e-07
712,1.27404144811e-07
713,2.30261705995e-07
714,2.30261705995e-07
715,2.30261705995e-07
716,2.30261705995e-07
717,2.30261705995e-07
718,2.30261705995e-07
719,2.30261705995e-07
720,2.30261705995e-07
721,2.16545661744e-07
722,2.16545661744e-07
723,2.16545661744e-07
724,2.16545661744e-07
725,2.16545661744e-07
726,2.16545661744e-07
727,2.16545661744e-07
728,2.16545661744e-07
729,2.63504001678e-07
730,2.63504001678e-07
731,2.63504001678e-07
732,2.63504001678e-07
733,2.63504001678e-07
734,2.63504001678e-07
735,2.63504001678e-07
736,2.63504001678e-07
737,1.87438706482e-07
738,1.87438706482e-07
739,1.87438706482e-07
740,1.87438706482e-07
741,1.87438706482e-07
742,1.87438706482e-07
743,1.87438706482e-07
744,1.87438706482e-07
745,5.44563483875e-07
746,5.44563483875e-07
747,5.44563483875e-07
748,5.44563483875e-07
749,5.44563483875e-07
750,5.44563483875e-07
751,5.44563483875e-07
752,5.44563483875e-07
753,6.32727396036e-07
754,6.32727396036e-07
755,6.32727396036e-07
756,6.32727396036e-07
757,6.32727396036e-07
758,6.32727396036e-07
759,6.32727396036e-07
760,6.32727396036e-07
761,5.2132518323e-07
762,5.2132518323e-07
763,5.2132518323e-07
764,5.2132518323e-07
765,5.2132518323e-07
766,5.2132518323e-07
767,5.2132518323e-07
768,5.2132518323e-07
769,2.59975797578e-07
770,2.59975797578e-07
771,2.59975797578e-07
772,2.59975797578e-07
773,2.59975797578e-07
774,2.59975797578e-07
775,2.59975797578e-07
776,2.59975797578e-07
777,1.93778189091e-07
778,1.93778189091e-07
779,1.93778189091e-07
780,1.93778189091e-07
781,1.93778189091e-07
782,1.93778189091e-07
783,1.93778189091e-07
784,1.93778189091e-07
785,1.7523586649e-07
786,1.7523586649e-07
787,1.7523586649e-07
788,1.7523586649e-07
789,1.7523586649e-07
790,1.7523586649e-07
791,1.7523586649e-07
792,1.7523586649e-07
793,1.12206533727e-07
794,1.12206533727e-07
795,1.12206533727e-07
796,1.12206533727e-07
797,1.12206533727e-07
798,1.12206533727e-07
799,1.12206533727e-07
800,1.12206533727e-07
801,1.15539258708e-07
802,1.15539258708e-07
803,1.15539258708e-07
804,1.15539258708e-07
805,1.15539258708e-07
806,1.15539258708e-07
807,1.15539258708e-07
808,1.15539258708e-07
809,1.28794623134e-07
810,1.28794623134e-07
811,1.28794623134e-07
812,1.28794623134e-07
813,1.28794623134e-07
814,1.28794623134e-07
815,1.28794623134e-07
816,1.28794623134e-07
817,1.20322871405e-07
818,1.20322871405e-07
819,1.20322871405e-07
820,1.20322871405e-07
821,1.20322871405e-07
822,1.20322871405e-07
823,1.20322871405e-07
824,1.20322871405e-07
825,1.87122771115e-07
826,1.87122771115e-07
827,1.87122771115e-07
828,1.87122771115e-07
829,1.87122771115e-07
830,1.87122771115e-07
831,1.87122771115e-07
832,1.87122771115e-07
833,1.71231941573e-07
834,1.71231941573e-07
835,1.71231941573e-07
836,1.71231941573e-07
837,1.71231941573e-07
838,1.71231941573e-07
839,1.71231941573e-07
840,1.71231941573e-07
841,4.9335155848e-07
842,4.9335155848e-07
843,4.9335155848e-07
844,4.9335155848e-07
845,4.9335155848e-07
846,4.9335155848e-07
847,4.9335155848e-07
848,4.9335155848e-07
849,3.22020174579e-07
850,3.22020174579e-07
851,3.22020174579e-07
852,3.22020174579e-07
853,3.22020174579e-07
854,3.22020174579e-07
855,3.22020174579e-07
856,3.22020174579e-07
857,2.95933488277e-07
858,2.95933488277e-07
859,2.95933488277e-07
860,2.95933488277e-07
861,2.95933488277e-07
862,2.95933488277e-07
863,2.95933488277e-07
864,2.95933488277e-07
865,1.33201724535e-07
866,1.33201724535e-07
867,1.33201724535e-07
868,1.33201724535e-07
869,1.33201724535e-07
870,1.33201724535e-07
871,1.33201724535e-07
872,1.33201724535e-07
873,1.0541210297e-07
874,1.0541210297e-07
875,1.0541210297e-07
876,1.0541210297e-07
877,1.0541210297e-07
878,1.0541210297e-07
879,1.0541210297e-07
880,1.0541210297e-07
881,2.17123928814e-07
882,2.17123928814e-07
883,2.17123928814e-07
884,2.17123928814e-07
885,2.17123928814e-07
886,2.17123928814e-07
887,2.17123928814e-07
888,2.17123928814e-07
889,1.19406810349e-07
890,1.19406810349e-07
891,1.19406810349e-07
892,1.19406810349e-07
893,1.19406810349e-07
894,1.19406810349e-07
895,1.19406810349e-07
896,1.19406810349e-07
897,3.40247199293e-07
898,3.40247199293e-07
899,3.40247199293e-07
900,3.40247199293e-07
901,3.40247199293e-07
902,3.40247199293e-07
903,3.40247199293e-07
904,3.40247199293e-07
905,5.55229270039e-07
906,5.55229270039e-07
907,5.55229270039e-07
908,5.55229270039e-07
909,5.55229270039e-07
910,5.55229270039e-07
911,5.55229270039e-07
912,5.55229270039e-07
913,3.10701061622e-07
914,3.10701061622e-07
915,3.10701061622e-07
916,3.10701061622e-07
917,3.10701061622e-07
918,3.10701061622e-07
919,3.10701061622e-07
920,3.10701061622e-07
921,1.47624102257e-07
922,1.47624102257e-07
923,1.47624102257e-07
924,1.47624102257e-07
925,1.47624102257e-07
926,1.47624102257e-07
927,1.47624102257e-07
928,1.47624102257e-07
929,7.83399634511e-07
930,7.83399634511e-07
931,7.83399634511e-07
932,7.83399634511e-07
933,7.83399634511e-07
934,7.83399634511e-07
935,7.83399634511e-07
936,7.83399634511e-07
937,8.65269570787e-07
938,8.65269570787e-07
939,8.65269570787e-07
940,8.65269570787e-07
941,8.65269570787e-07
942,8.65269570787e-07
943,8.65269570787e-07
944,8.65269570787e-07
945,9.9760912754e-07
946,9.9760912754e-07
947,9.9760912754e-07
948,9.9760912754e-07
949,9.9760912754e-07
950,9.9760912754e-07
951,9.9760912754e-07
952,9.9760912754e-07
953,4.210489743e-07
954,4.210489743e-07
955,4.210489743e-07
956,4.210489743e-07
957,4.210489743e-07
958,4.210489743e-07
959,4.210489743e-07
960,4.210489743e-07
961,2.58099348862e-07
962,2.58099348862e-07
963,2.58099348862e-07
964,2.58099348862e-07
965,2.58099348862e-07
966,2.58099348862e-07
967,2.58099348862e-07
968,2.58099348862e-07
969,4.18106674022e-07
970,4.18106674022e-07
971,4.18106674022e-07
972,4.18106674022e-07
973,4.18106674022e-07
974,4.18106674022e-07
975,4.18106674022e-07
976,4.18106674022e-07
977,1.22867519086e-07
978,1.22867519086e-07
979,1.22867519086e-07
980,1.22867519086e-07
981,1.22867519086e-07
982,1.22867519086e-07
983,1.22867519086e-07
984,1.22867519086e-07
985,1.52203699071e-07
986,1.52203699071e-07
987,1.52203699071e-07
988,1.52203699071e-07
989,1.52203699071e-07
990,1.52203699071e-07
991,1.52203699071e-07
992,1.52203699071e-07
993,1.65973174364e-07
994,1.65973174364e-07
995,1.65973174364e-07
996,1.65973174364e-07
997,1.65973174364e-07
998,1.65973174364e-07
999,1.65973174364e-07
1000,1.65973174364e-07
1001,3.80708431312e-07
1002,3.80708431312e-07
1003,3.80708431312e-07
1004,3.80708431312e-07
1005,3.80708431312e-07
1006,3.80708431312e-07
1007,3.80708431312e-07
1008,3.80708431312e-07
1009,4.35103726179e-07
1010,4.35103726179e-07
1011,4.35103726179e-07
1012,4.35103726179e-07
1013,4.35103726179e-07
1014,4.35103726179e-07
1015,4.35103726179e-07
1016,4.35103726179e-07
1017,4.27987080761e-07
1018,4.27987080761e-07
1019,4.27987080761e-07
1020,4.27987080761e-07
1021,4.27987080761e-07
1022,4.27987080761e-07
1023,4.27987080761e-07
1024,4.27987080761e-07
1025,4.80732331664e-07
1026,4.80732331664e-07
1027,4.80732331664e-07
1028,4.80732331664e-07
1029,4.80732331664e-07
1030,4.80732331664e-07
1031,4.80732331664e-07
1032,4.80732331664e-07
1033,6.47773888941e-07
1034,6.47773888941e-07
1035,6.47773888941e-07
1036,6.47773888941e-07
1037,6.47773888941e-07
1038,6.47773888941e-07
1039,6.47773888941e-07
1040,6.47773888941e-07
1041,5.44547694341e-07
1042,5.44547694341e-07
1043,5.44547694341e-07
1044,5.44547694341e-07
1045,5.44547694341e-07
1046,5.44547694341e-07
1047,5.44547694341e-07
1048,5.44547694341e-07
1049,2.22717009186e-07
1050,2.22717009186e-07
1051,2.22717009186e-07
1052,2.22717009186e-07
1053,2.22717009186e-07
1054,2.22717009186e-07
1055,2.22717009186e-07
1056,2.22717009186e-07
1057,2.23498305659e-07
1058,2.23498305659e-07
1059,2.23498305659e-07
1060,2.23498305659e-07
1061,2.23498305659e-07
1062,2.23498305659e-07
1063,2.23498305659e-07
1064,2.23498305659e-07
1065,3.0124683566e-07
1066,3.0124683566e-07
1067,3.0124683566e-07
1068,3.0124683566e-07
1069,3.0124683566e-07
1070,3.0124683566e-07
1071,3.0124683566e-07
1072,3.0124683566e-07
1073,2.97155721139e-07
1074,2.97155721139e-07
1075,2.97155721139e-07
1076,2.97155721139e-07
1077,2.97155721139e-07
1078,2.97155721139e-07
1079,2.97155721139e-07
1080,2.97155721139e-07
1081,5.60887601246e-07
1082,5.60887601246e-07
1083,5.60887601246e-07
1084,5.60887601246e-07
1085,5.60887601246e-07
1086,5.60887601246e-07
1087,5.60887601246e-07
1088,5.60887601246e-07
1089,3.63667160834e-07
1090,3.63667160834e-07
1091,3.63667160834e-07
1092,3.63667160834e-07
1093,3.63667160834e-07
1094,3.63667160834e-07
1095,3.63667160834e-07
1096,3.63667160834e-07
1097,5.61199470043e-07
1098,5.61199470043e-07
1099,5.61199470043e-07
1100,5.61199470043e-07
1101,5.61199470043e-07
1102,5.61199470043e-07
1103,5.61199470043e-07
1104,5.61199470043e-07
1105,1.80682274798e-07
1106,1.80682274798e-07
1107,1.80682274798e-07
1108,1.80682274798e-07
1109,1.80682274798e-07
1110,1.80682274798e-07
1111,1.80682274798e-07
1112,1.80682274798e-07
1113,2.4019059265e-07
1114,2.4019059265e-07
1115,2.4019059265e-07
1116,2.4019059265e-07
1117,2.4019059265e-07
1118,2.4019059265e-07
1119,2.4019059265e-07
1120,2.4019059265e-07
1121,5.94040987564e-07
1122,5.94040987564e-07
1123,5.94040987564e-07
1124,5.94040987564e-07
1125,5.94040987564e-07
1126,5.94040987564e-07
1127,5.94040987564e-07
1128,5.94040987564e-07
1129,6.18418939348e-07
1130,6.18418939348e-07
1131,6.18418939348e-07
1132,6.18418939348e-07
1133,6.18418939348e-07
1134,6.18418939348e-07
1135,6.18418939348e-07
1136,6.18418939348e-07
1137,6.44971317509e-07
1138,6.44971317509e-07
1139,6.44971317509e-07
1140,6.44971317509e-07
1141,6.44971317509e-07
1142,6.44971317509e-07
1143,6.44971317509e-07
1144,6.44971317509e-07
1145,5.27153237361e-07
1146,5.27153237361e-07
1147,5.27153237361e-07
1148,5.27153237361e-07
1149,5.27153237361e-07
1150,5.27153237361e-07
1151,5.27153237361e-07
1152,5.27153237361e-07
